Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Change Opening,$ Change Close
2014-02-12,Talmer Bancorp ,TLMR,"Keefe, Bruyette & Woods (A Stifel Company )/ J.P.Morgan",13.0,13.75,13.8,6.15,0.75,0.8
2014-02-12,Eagle Pharmaceuticals  ,EGRX,Piper Jaffray/ William Blair,15.0,15.5,12.83,-14.47,0.5,-2.17
2014-02-12,Flexion Therapeutics ,FLXN,BMO Capital Markets/ Wells Fargo Securities,13.0,16.0,14.71,13.15,3.0,1.71
2014-02-13,Amedica  ,AMDA,JMP Securities,5.75,6.16,5.39,-6.26,0.41,-0.36
2014-02-13,Boulevard Acquisition  ,BLVDU,Citigroup,10.0,10.5,10.0,0.0,0.5,0.0
2014-02-13,Concert Pharmaceuticals  ,CNCE,UBS Investment Bank/ Wells Fargo Securities,14.0,15.75,14.18,1.29,1.75,0.18
2014-02-13,Installed Building Products ,IBP,Deutsche Bank Securities/ UBS Investment Bank,11.0,12.3,12.8,16.36,1.3,1.8
2014-02-14,Inogen ,INGN,J.P. Morgan/ Leerink Swann,16.0,16.0,15.15,-5.31,0.0,-0.85
2014-02-21,Semler Scientific ,SMLR,Aegis Capital Corp,7.0,6.0,6.99,-0.14,-1.0,-0.01
2014-02-27,Lumenis Ltd.,LMNS,Goldman Sachs/ Credit Suisse/ Jefferies,12.0,12.5,12.15,1.25,0.5,0.15
2014-02-28,Varonis Systems ,VRNS,Morgan Stanley/ Barclays Capital/ Jefferies,22.0,39.0,44.0,100.0,17.0,22.0
2014-03-06,TriplePoint Venture Growth BDC ,TPVG,Morgan Stanley/ Wells Fargo Securities/ Goldman Sachs/ Credit Suisse/ UBS Investment Bank,15.0,15.0,15.65,4.33,0.0,0.65
2014-03-07,COUPONS.com ,COUP,Goldman Sachs/ Allen & Company/ BofA Merrill Lynch/ RBC Capital Markets,16.0,27.15,30.0,87.5,11.15,14.0
2014-03-07,Recro Pharma  ,REPH,Aegis Capital Corp,8.0,8.53,8.3,3.75,0.53,0.3
2014-03-07,Aquinox Pharmaceuticals  ,AQXP,Jefferies/ Cowen and Company,11.0,11.8,11.95,8.64,0.8,0.95
2014-03-12,Achaogen ,AKAO,Credit Suisse/ Cowen and Company,12.0,12.85,14.3,19.17,0.85,2.3
2014-03-13,Dipexium Pharmaceuticals  ,DPRX,Oppenheimer & Co.,12.0,14.6,14.4,20.0,2.6,2.4
2014-03-13,Galmed Pharmaceuticals ,GLMD,Maxim Group LLC,13.5,17.0,14.31,6.0,3.5,0.81
2014-03-13,Castlight Health   ,CSLT,Goldman Sachs/ Morgan Stanley,16.0,37.5,39.8,148.75,21.5,23.8
2014-03-19,Paylocity Holding  ,PCTY,Deutsche Bank Securities/ BofA Merrill Lynch/ William Blair,17.0,31.0,24.04,41.41,14.0,7.04
2014-03-20,MediWound Ltd.   ,MDWD,Credit Suisse/ Jefferies/ BMO Capital Markets,14.0,16.0,17.27,23.36,2.0,3.27
2014-03-20,Q2 Holdings ,QTWO,J.P. Morgan/ Stifel,13.0,16.25,15.17,16.69,3.25,2.17
2014-03-20,Akebia Therapeutics ,AKBA,Morgan Stanley/ Credit Suisse/ UBS Investment Bank,17.0,22.9,26.69,57.0,5.9,9.69
2014-03-21,Versartis  ,VSAR,Morgan Stanley/ Citigroup,21.0,28.0,31.37,49.38,7.0,10.37
2014-03-21,TPG Specialty Lending  ,TSLX,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Citigroup/ Wells Fargo Securities/ Barclays,16.0,16.05,16.0,0.0,0.05,0.0
2014-03-21,Borderfree ,BRDR,Credit Suisse/ RBC Capital Markets/ Pacific Crest Securities,16.0,21.0,20.0,25.0,5.0,4.0
2014-03-21,Amber Road ,AMBR,Stifel,13.0,17.5,17.0,30.77,4.5,4.0
2014-03-21,A10 Networks ,ATEN,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan Securities/ RBC Capital Markets,15.0,13.75,16.21,8.07,-1.25,1.21
2014-03-21,Ruthigen ,RTGN,Dawson James Securities,7.25,8.32,7.25,0.0,1.07,0.0
2014-03-26,King Digital Entertainment plc   (KING),KING,J.P. Morgan/ Credit Suisse/ BofA Merrill Lynch/ Barclays/ Deutsche Bank/ RBC Capital Markets,22.5,20.5,19.0,-15.56,-2.0,-3.5
2014-03-26,Nord Anglia Education ,NORD,Credit Suisse/ Goldman Sachs/ J.P. Morgan,16.0,17.5,18.0,12.5,1.5,2.0
2014-03-27,Applied Genetic Technologies ,AGTC,BMO Capital Markets/ Wedbush PacGrow Life Sciences,12.0,12.75,14.76,23.0,0.75,2.76
2014-03-27,Square 1 Financial  ,SQBK,"Sandler ONeill & Partners/ Keefe, Bruyette & Woods (A Stifel Company)",18.0,20.0,20.6,14.44,2.0,2.6
2014-03-27,TriNet Group   ,TNET,J.P. Morgan/ Morgan Stanley/ Deutsche Bank Securities,16.0,18.5,19.1,19.38,2.5,3.1
2014-03-28,Bluerock Residential Growth REIT ,BRG,Wunderlich Securities,14.5,14.58,14.55,0.34,0.08,0.05
2014-03-28,"2U, Inc. ",TWOU,Goldman Sachs/ Credit Suisse,13.0,13.0,13.98,7.54,0.0,0.98
2014-03-28,Aerohive Networks ,HIVE,Goldman Sachs/ BofA Merrill Lynch,10.0,8.95,10.0,0.0,-1.05,0.0
2014-03-28,CBS Outdoor Americas   ,CSBSO,Goldman Sachs/ BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley,28.0,30.1,29.5,5.36,2.1,1.5
2014-03-28,Energous ,WATT,"MDB Capital Group, LLC",6.0,9.5,10.58,76.33,3.5,4.58
2014-03-28,Everyday Health  ,EVDY,J.P. Morgan/ Credit Suisse/ Citigroup,14.0,14.5,13.5,-3.57,0.5,-0.5
2014-04-01,1347 Property Insurance Holdings ,PIH,Aegis Capital Corp,8.0,8.0,7.95,-0.62,0.0,-0.05
2014-04-02,Rubicon Project (The) ,RUBI,"Morgan Stanley/ Goldman Sachs/ RBC Capital Markets, LLC",15.0,17.5,20.09,33.93,2.5,5.09
2014-04-03,Corium International ,CORI,Jefferies/ Leerink Partners,8.0,8.26,8.0,0.0,0.26,0.0
2014-04-03,Tarena International,TEDU,Goldman Sachs (Asia)/ Credit Suisse,9.0,9.86,9.06,0.67,0.86,0.06
2014-04-04,Five9 ,FIVN,J.P. Morgan/ Barclays/ BofA Merrill Lynch,7.0,7.95,7.64,9.14,0.95,0.64
2014-04-04,Grubhub   ,GRUB,Citigroup/ Morgan Stanley,26.0,40.0,34.0,30.77,14.0,8.0
2014-04-04,IMS Health Holdings  ,IMS,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,20.0,22.18,23.0,15.0,2.18,3.0
2014-04-04,Opower ,OPWR,Morgan Stanley/ Goldman Sachs,19.0,25.0,23.0,21.05,6.0,4.0
2014-04-09,La Quinta Holdings  ,LQ,J.P. Morgan/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ Wells Fargo Securities,17.0,16.5,17.12,0.71,-0.5,0.12
2014-04-09,iKang Healthcare Group ,KANG,BofA Merrill Lynch/ UBS Investment Bank,14.0,16.5,15.2,8.57,2.5,1.2
2014-04-10,Ally Financial ,ALLY,"Citigroup/ Goldman, Sachs/ Morgan Stanley/ Barclays/ Deutsche Bank Securities",25.0,24.25,23.98,-4.08,-0.75,-1.02
2014-04-10,Cerulean Pharma  ,CERU,Leerink Partners,7.0,7.1,6.85,-2.14,0.1,-0.15
2014-04-10,Adamas Pharmaceuticals ,ADMS,Credit Suisse/ Piper Jaffray,16.0,16.89,14.01,-12.44,0.89,-1.99
2014-04-11,Committed Capital Acquisition Corporation II  ,CCAQU,Broadband Capital Management LLC,5.0,5.05,5.05,1.0,0.05,0.05
2014-04-11,"Enable Midstream Partners, LP ",ENBL,Morgan Stanley/ Barclays/ Goldman Sachs,20.0,21.5,22.2,11.0,1.5,2.2
2014-04-11,Farmland Partners   ,FPI,"Baird, BMO Capital Markets, Janney Montgomery Scott",14.0,13.75,12.98,-7.29,-0.25,-1.02
2014-04-11,Phibro Animal Health ,PAHC,BofA Merrill Lynch/ Morgan Stanley/ Barclays,15.0,16.31,17.0,13.33,1.31,2.0
2014-04-11,Zoe's Kitchen  ,ZOES,Jefferies/ Piper Jaffray/ Baird,15.0,25.65,24.72,64.8,10.65,9.72
2014-04-15,City Office REIT  ,CIO,Janney Montgomery Scott/ Wunderlich Securities/ Oppenheimer,12.5,12.5,12.4,-0.8,0.0,-0.1
2014-04-15,Paycom Software ,PAYC,Barclays/ J.P. Morgan,15.0,17.9,15.35,2.33,2.9,0.35
2014-04-16,Opus Bank  ,OPB,"J.P. Morgan Securities/ Credit Suisse/ Sandler ONeill & Partners/ Keefe, Bruyette & Woods, Inc. (A Stifel Company)",30.0,30.0,29.33,-2.23,0.0,-0.67
2014-04-16,Moelis  ,MC,Goldman Sachs/ Morgan Stanley/ Moelis & Company,25.0,27.0,26.15,4.6,2.0,1.15
2014-04-16,TriVascular Technologies  ,TRIV,J.P. Morgan/ Credit Suisse,12.0,11.35,13.79,14.92,-0.65,1.79
2014-04-17,Sabre  ,SABR,Morgan Stanley/ Goldman Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities,16.0,16.79,16.5,3.13,0.79,0.5
2014-04-17,Vital Therapies ,VTL,BofA Merrill Lynch/ Credit Suisse,12.0,12.25,12.0,0.0,0.25,0.0
2014-04-17,Leju Holdings Limited ,LEJU,Credit Suisse/ J.P. Morgan,10.0,10.8,11.86,18.6,0.8,1.86
2014-04-17,Sportsmans Warehouse Holdings  ,SPWH,Credit Suisse/ Goldman Sachs,9.5,9.5,9.75,2.63,0.0,0.25
2014-04-17,Weibo,WB,Goldman Sachs (Asia)/ Credit Suisse,17.0,16.27,20.24,19.06,-0.73,3.24
2014-04-25,Quotient ,QTNTU,UBS Investment Bank/ Baird/ Cowen ,8.0,7.9,7.45,-6.88,-0.1,-0.55
2014-05-02,Aldeyra Therapeutics ,ALDX,Aegis Capital Corp,8.0,7.5,7.2,-10.0,-0.5,-0.8
2014-05-02,"Ares Management, L.P.",ARES,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Wells Fargo Securities,19.0,18.15,18.6,-2.11,-0.85,-0.4
2014-05-02,Papa Murphy's Holdings ,FRSH,Jefferies/ Baird/ Wells Fargo Securities,11.0,12.1,11.05,0.45,1.1,0.05
2014-05-02,SCYNEXIS ,SCYX,RBC Capital Markets/ Canaccord Genuity,10.0,9.65,9.0,-10.0,-0.35,-1.0
2014-05-07,GasLog Partners LP  ,GLOP,Citigroup,21.0,25.5,26.11,24.33,4.5,5.11
2014-05-08,K2M Group Holdings ,KTWO,Piper Jaffray/ Barclays/ Wells Fargo Securities,15.0,15.0,15.0,0.0,0.0,0.0
2014-05-08,Alder BioPharmaceuticals  ,ALDR,Credit Suisse/ Leerink Partners,10.0,10.35,10.03,0.3,0.35,0.03
2014-05-08,Cheetah Mobile  ,CMCM,Morgan Stanley/ J.P. Morgan/ Credit Suisse,14.0,15.25,14.1,0.71,1.25,0.1
2014-05-09,Tuniu ,TOUR,Morgan Stanley/ Credit Suisse/ China Renaissance,9.0,9.0,10.07,11.89,0.0,1.07
2014-05-09,PBF Logistics LP ,PBFX,Barclays/ UBS Investment Bank,23.0,28.0,27.68,20.35,5.0,4.68
2014-05-09,Alcentra Capital ,ABDC,"Raymond James/ Robert W. Baird/ Keefe, Bruyette & Woods (A Stifel Company )",15.0,15.0,15.05,0.33,0.0,0.05
2014-05-14,ServisFirst Bancshares ,SFBS,Sandler ONeill & Partners,91.0,91.0,85.0,-6.59,0.0,-6.0
2014-05-15,Zendesk ,ZEN,Goldman Sachs/ Morgan Stanley/ Credit Suisse,9.0,11.4,13.43,49.22,2.4,4.43
2014-05-16,Jumei International Holding  ,JMEI,Goldman Sachs (Asia)/ Credit Suisse/ J.P. Morgan,22.0,27.74,24.18,9.91,5.74,2.18
2014-05-16,TrueCar ,TRUE,Goldman Sachs/ J.P. Morgan,9.0,9.7,10.06,11.78,0.7,1.06
2014-05-22,JD.com ,JD,BofA Merrill Lynch/ UBS Investment Bank,19.0,21.7,20.9,10.0,2.7,1.9
2014-05-22,SunEdison Semiconductor  ,SEMI,Deutsche Bank Securities/ Goldman Sachs/ Wells Fargo Securities,13.0,15.01,15.0,15.38,2.01,2.0
2014-05-23,Agile Therapeutics  ,AGRX,RBC Capital Markets/ William Blair & Company,6.0,5.5,5.54,-7.67,-0.5,-0.46
2014-05-23,Heritage Insurance Holdings   ,HRTG,Citigroup,11.0,11.55,11.5,4.55,0.55,0.5
2014-05-23,Parsley Energy ,PE,Credit Suisse/ Goldman Sachs/ J.P. Morgan/ Wells Fargo Securities,18.5,22.3,22.2,20.0,3.8,3.7
2014-05-23,Superior Drilling Products   ,SDPI,"Roth Capital Partners, LLC",4.0,4.0,4.49,12.25,0.0,0.49
2014-06-06,Radius Health  ,RDUS,Jefferies/ Cowen and Company,8.0,8.05,8.01,0.12,0.05,0.01
2014-06-06,Arista Networks ,ANET,Morgan Stanley/ Citigroup,43.0,55.25,55.0,27.91,12.25,12.0
2014-06-06,WL Ross Holding  ,WLRHU,Deutsche Bank Securities/ BofA Merrill Lynch,10.0,10.8,10.15,1.5,0.8,0.15
2014-06-12,Zhaopin Ltd ,ZPIN,Credit Suisse/ UBS Investment Bank,13.5,14.51,14.65,8.52,1.01,1.15
2014-06-12,Mobile Iron  ,MOBL,Morgan Stanley/ Goldman Sachs/ Deutsche Bank Securitie/ Barclays,9.0,10.0,11.02,22.44,1.0,2.02
2014-06-12,Trinseo S.A.  ,TSE,Goldman Sachs/ Deutsche Bank Securities/ Citigroup/ Morgan Stanley/ Barclays/ BofA Merrill Lynch/ HSBC/ Jefferies/ Mizuho Securities/ Scotiabank/ SMBC Nikko/ Wells Fargo Securities,19.0,20.43,20.25,6.58,1.43,1.25
2014-06-13,Abengoa Yield plc ,ABY,Citigroup/ BofA Merrill Lynch,29.0,35.15,37.0,27.59,6.15,8.0
2014-06-13,Aspen Aerogels ,ASPN,Barclays/ J.P. Morgan/ Citigroup,11.0,11.0,10.75,-2.27,0.0,-0.25
2014-06-13,Memorial Resource Development  ,MRD,Citigroup/ Barclays/ BofA Merrill Lynch/ BMO Capital Markets/ Goldman Sachs/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,19.0,21.26,22.16,16.63,2.26,3.16
2014-06-18,ZS Pharma  ,ZSPH,J.P. Morgan/ Credit Suisse,18.0,27.21,28.38,57.67,9.21,10.38
2014-06-18,Viper Energy Partners LP ,VNOM,Barclays/ Credit Suisse/ Wells Fargo Securities,26.0,31.5,32.35,24.42,5.5,6.35
2014-06-18,Signal Genetics ,SGNL,Aegis Capital Corp,10.0,9.25,9.09,-9.1,-0.75,-0.91
2014-06-18,Foresight Energy LP ,FELP,Barclays/ Citigroup/ Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ Deutsche Bank Securities,20.0,20.0,19.0,-5.0,0.0,-1.0
2014-06-18,Century Communities ,CCS,FBR/ J.P. Morgan/ Deutsche Bank Securities,23.0,23.0,21.25,-7.61,0.0,-1.75
2014-06-18,Parnell Pharmaceuticals Holdings   ,PARN,Jefferies/ Piper Jaffray,10.0,9.25,8.05,-19.5,-0.75,-1.95
2014-06-19,ZAFGEN ,ZFGN,Leerink Partners/ Cowen and Company,16.0,20.0,19.75,23.44,4.0,3.75
2014-06-19,Markit Ltd.  ,MRKT,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ HSBC/ J.P. Morgan/ Morgan Stanley/ UBS Investment Bank,24.0,26.15,26.7,11.25,2.15,2.7
2014-06-19,Ardelyx  ,ARDX,Citigroup/ Leerink Partners,14.0,14.5,14.11,0.79,0.5,0.11
2014-06-20,Eclipse Resources ,ECR,Citigroup/ Goldman Sachs/ Morgan Stanley/ Barclays/ BMO Capital Market/ Deutsche Bank Securities/ KeyBanc Capital Market/ RBC Capital Markets,27.0,27.0,25.75,-4.63,0.0,-1.25
2014-06-20,Kite Pharma  ,KITE,Jefferies/ Credit Suisse/ Cowen and Company,17.0,25.45,29.0,70.59,8.45,12.0
2014-06-24,Xunlei Limited ,XNET,J.P. Morgan/ Citigroup,12.0,14.21,14.9,24.17,2.21,2.9
2014-06-25,Adeptus Health  ,ADPT,Deutsche Bank Securities/ Goldman Sachs,22.0,25.16,25.75,17.05,3.16,3.75
2014-06-25,Imprivata  ,IMPR,J.P. Morgan/ Piper Jaffray,15.0,17.0,16.25,8.33,2.0,1.25
2014-06-25,Materialise NV ,MTLS,Piper Jaffray/ Credit Suisse,12.0,12.0,12.0,0.0,0.0,0.0
2014-06-25,Amphastar Pharmaceuticals  ,AMPH,Jefferies/ BMO Capital Markets/ Piper Jaffray,7.0,7.0,8.75,25.0,0.0,1.75
2014-06-26,Garnero Group Acquisition ,GGACU,EarlyBirdCapital,10.0,10.03,10.01,0.1,0.03,0.01
2014-06-26,GoPro   ,GPRO,J.P. Morgan/ Citigroup/ Barclays,24.0,28.65,31.34,30.58,4.65,7.34
2014-06-26,ServiceMaster Global Holdings , SERV,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ Morgan Stanley,17.0,17.45,17.95,5.59,0.45,0.95
2014-06-26,TCP International Holdings Ltd.  ,TCPI,Deutsche Bank Securities/ Piper Jaffray,11.0,11.0,10.43,-5.18,0.0,-0.57
2014-06-27,Michaels Companies  (The) ,MIK,J.P. Morgan/ Goldman Sachs/ Barclays/ Deutsche Bank Securities,17.0,17.0,17.02,0.12,0.0,0.02
2014-06-27,"NextEra Energy Partners, LP  ",NEP,BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley,25.0,32.55,32.0,28.0,7.55,7.0
2014-07-01,Minerva Neurosciences ,NERV,Jefferies,6.0,6.0,6.05,0.83,0.0,0.05
2014-07-01,Investar Holding  ,ISTR,Sandler O’Neill + Partners/ Sterne Agee,14.0,14.23,14.2,1.43,0.23,0.2
2014-07-02,GlobeImmune  ,GBIM,Aegis Capital Corp.,10.0,11.0,11.05,10.5,1.0,1.05
2014-07-16,1347 Capital Corp. ,TFSCU,EarlyBirdCapital,10.0,10.0,10.03,0.3,0.0,0.03
2014-07-16,iRadimed  ,IRMD,Roth Capital Partners,6.25,10.0,9.9,58.4,3.75,3.65
2014-07-17,CareDx  ,CDNA,Piper Jaffray/ Leerink Partners/ Raymond James/ Mizuho Securities,10.0,9.5,9.05,-9.5,-0.5,-0.95
2014-07-17,Roka Bioscience  ,ROKA,BofA Merrill Lynch/ Leerink Partners,12.0,12.0,12.0,0.0,0.0,0.0
2014-07-17,Terrapin 3 Acquisition ,TRTLU,Deutsche Bank Securities,10.0,10.0,10.01,0.1,0.0,0.01
2014-07-18,TubeMogul ,TUBE,BofA Merrill Lynch/ Citigroup/ RBC Capital Markets,7.0,9.0,11.5,64.29,2.0,4.5
2014-07-18,Globant S.A.  ,GLOB,J.P. Morgan/ Citigroup/ Credit Suisse,10.0,12.95,11.25,12.5,2.95,1.25
2014-07-18,TerraForm Power ,TERP,Goldman Sachs/Barclays/ Citigroup/J.P. Morgan/ Macquarie Capital,25.0,33.35,33.09,32.36,8.35,8.09
2014-07-18,Sage Therapeutics ,SAGE,J.P. Morgan/ Goldman Sachs,18.0,27.0,30.1,67.22,9.0,12.1
2014-07-18,Trupanion ,TRUP,RBC Capital Markets/ Barclays/ Stifel,10.0,11.25,11.4,14.0,1.25,1.4
2014-07-23,Medical Transcription Billing  ,MTBC,Chardan Capital Markets/ Aegis Capital Corp/ Summer Street Research Partners,5.0,5.0,4.28,-14.4,0.0,-0.72
2014-07-24,Pfenex  ,PFNX,William Blair/ JMP Securities,6.0,6.0,5.3,-11.67,0.0,-0.7
2014-07-24,Townsquare Media ,TSQ,BofA Merrill Lynch/ Jefferies/ RBC Capital Markets,11.0,10.74,10.25,-6.82,-0.26,-0.75
2014-07-24,Immune Design ,IMDZ,Jefferies/ Leerink Partners,12.0,12.41,12.05,0.42,0.41,0.05
2014-07-24,Intersect ENT ,XENT,J.P. Morgan/ Piper Jaffray,11.0,13.2,12.92,17.45,2.2,1.92
2014-07-25,Orion Engineered Carbons S.a r.l. ,OEC,Morgan Stanley/ Goldman Sachs,18.0,17.8,17.75,-1.39,-0.2,-0.25
2014-07-25,Ocular Therapeutix  ,OCUL,Morgan Stanley/ Cowen and Company/ RBC Capital Markets,13.0,13.0,13.5,3.85,0.0,0.5
2014-07-25,Advanced Drainage Systems  (WMS),WMS,Barclays/ Deutsche Bank Securities,16.0,16.05,16.15,0.94,0.05,0.15
2014-07-25,Innocoll GmbH   ,INNL,Piper/Jaffray Stifel,9.0,9.0,9.0,0.0,0.0,0.0
2014-07-25,El Pollo Loco Holdings  ,LOCO,Jefferies/ Morgan Stanley/ Baird,15.0,19.0,24.03,60.2,4.0,9.03
2014-07-29,ContraFect ,CFRXU,Maxim Group LLC,6.0,7.15,6.45,7.5,1.15,0.45
2014-07-29,Spark Energy ,SPKE,Baird/ Stifel,18.0,18.0,17.87,-0.72,0.0,-0.13
2014-07-29,Tekla Healthcare Opportunities Fund  ,THQ,Wells Fargo Securities/ Morgan Stanley/ UBS Investment Bank/ Raymond James/ Ameriprise Financial Services,20.0,20.0,20.0,0.0,0.0,0.0
2014-07-30,Westlake Chemical Partners  (WLKP),WLKP,Barclays/ UBS Investment Bank/ BofA Merrill Lynch/ Deutsche Bank Securities/ Morgan Stanley,24.0,30.28,30.78,28.25,6.28,6.78
2014-07-31,Marinus Pharmaceuticals   ,MRNS,Stifel/ JMP Securities,8.0,8.01,8.0,0.0,0.01,0.0
2014-07-31,Transocean Partners  ,RIGP,Morgan Stanley/ Barclay/ Citigroup/ J.P. Morgan/ Wells Fargo Securities,22.0,22.0,24.3,10.45,0.0,2.3
2014-07-31,Bio Blast Pharma Ltd. ,ORPN,Oppenheimer/ Roth Capital Partners ,11.0,10.9,8.4,-23.64,-0.1,-2.6
2014-07-31,Avalanche Biotechnologies ,AAVL,Jefferies/ Cowen and Company/ Piper Jaffray,17.0,25.0,27.99,64.65,8.0,10.99
2014-07-31,Catalent ,CTLT,Morgan Stanley/ J.P. Morgan,20.5,20.0,19.99,-2.49,-0.5,-0.51
2014-07-31,Synchrony Financial   ,SYF,Goldman Sachs/ J.P. Morgan/ Citigroup/ Morgan Stanley/ Barclays/ BofA Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities,23.0,23.0,23.0,0.0,0.0,0.0
2014-07-31,Macrocure ,MCUR,Credit Suisse/ Jefferies,10.0,9.0,7.25,-27.5,-1.0,-2.75
2014-07-31,Vascular Biogenics   ,VBLX,Deutsche Bank Securities/ Wells Fargo Securities,12.0,11.0,10.25,-14.58,-1.0,-1.75
2014-07-31,HealthEquity  ,HQY,J.P. Morgan/ Wells Fargo Securities,14.0,20.0,17.6,25.71,6.0,3.6
2014-08-01,VTTI Energy Partners LP  ,VTTI,Citigroup/ J.P. Morgan,21.0,21.0,22.1,5.24,0.0,1.1
2014-08-01,Mobileye N.V.  ,MBLY,Goldman Sachs/ Morgan Stanley,25.0,36.0,37.0,48.0,11.0,12.0
2014-08-01,FCB Financial Holdings ,FCB,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch,22.0,20.5,20.94,-4.82,-1.5,-1.06
2014-08-01,Loxo Oncology,LOXO,Cowen and Company/ Stifel,13.0,13.0,13.0,0.0,0.0,0.0
2014-08-06,Auris Medical Holding AG  ,EARS,Jefferies/ Leerink Partners,6.0,6.1,6.0,0.0,0.1,0.0
2014-08-07,iDreamSky Technology ,DSKY,Credit Suisse/ J.P. Morgan,15.0,17.5,16.1,7.33,2.5,1.1
2014-08-07,T2 Biosystems ,TTOO,Goldman Sachs/ Morgan Stanley,11.0,15.95,14.32,30.18,4.95,3.32
2014-08-07,Hoegh LNG Partners LP,HMLP,Citigroup/ BofA Merrill Lynch/ Morgan Stanley,20.0,21.99,22.25,11.25,1.99,2.25
2014-08-08,Green Bancorp ,GNBC,SANDLER O'NEILL + PARTNERS/ Jefferies,15.0,16.37,17.05,13.67,1.37,2.05
2014-08-08,Independence Contract Drilling  ,ICD,Morgan Stanley/ Barclays/ Tudor Pickering Holt,11.0,11.0,11.06,0.55,0.0,0.06
2014-08-08,Ryerson Holding ,RYI,BofA Merrill Lynch/ J.P. Morgan,11.0,10.35,10.3,-6.36,-0.65,-0.7
2014-08-13,Otonomy ,OTIO,J.P. Morgan/ BofA Merrill Lynch,16.0,18.13,17.15,7.19,2.13,1.15
2014-08-14,C1 Financial  ,BNK,"Keefe, Bruyette & Woods (A Stifel Company)/ Raymond James",17.0,17.6,17.0,0.0,0.6,0.0
2014-08-27,Sino Mercury Acquisition ,SMACU,Cantor Fitzgerald & Co.,10.0,10.0,10.03,0.3,0.0,0.03
2014-09-12,Affimed Therapeutics B.V. ,AFMD,Jefferies/ Leerink Partners/ BMO Capital Markets,7.0,6.83,5.7,-18.57,-0.17,-1.3
2014-09-12,ReWalk Robotics ,RWLK,Barclays/ Jefferies,12.0,12.0,25.6,113.33,0.0,13.6
2014-09-17,Tokai Pharmaceuticals  ,TKAI,BMO Capital Markets/ Stifel/ William Blair,15.0,18.63,23.76,58.4,3.63,8.76
2014-09-17,Civitas Solutions  ,CIVI,Barclays/ Jefferies/ BofA Merrill Lynch/ UBS Investment Bank,17.0,17.0,16.61,-2.29,0.0,-0.39
2014-09-18,Foamix Ltd.   ,FOMX,Barclays/ Cowen and Company,6.0,8.0,6.22,3.67,2.0,0.22
2014-09-18,ProQR Therapeutics B.V.  ,PRQR,Leerink Partners/ Deutsche Bank Securities,13.0,19.9,14.73,13.31,6.9,1.73
2014-09-19,Alibaba Group Holding  ,BABA,Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Citi,68.0,92.7,93.89,38.07,24.7,25.89
2014-09-24,Vitae Pharmaceuticals   ,VTAE,Stifel/ BMO Capital Markets,8.0,8.0,7.61,-4.88,0.0,-0.39
2014-09-24,Smart & Final Stores ,SFS,Credit Suisse/ Morgan Stanley/ Deutsche Bank Securities,12.0,13.1,12.01,0.08,1.1,0.01
2014-09-24,Citizens Financial Group   ,CFG,Morgan Stanley/ Goldman Sachs,21.5,21.5,23.08,7.35,0.0,1.58
2014-09-24,CyberArk Software ,CYBR,J.P. Morgan/ Deutsche Bank Securities/ Barclays,16.0,25.0,29.93,87.06,9.0,13.93
2014-09-24,Medley Management  ,MDLY,Goldman Sachs/ Credit Suisse,18.0,16.99,16.4,-8.89,-1.01,-1.6
2014-09-25,CONE Midstream Partners LP  ,CNNX,Wells Fargo Securities/ BofA Merrill Lynch/ Baird,22.0,28.5,30.4,38.18,6.5,8.4
2014-09-25,Travelport Worldwide LTD ,TVPT,Morgan Stanley/ UBS Securities/ Credit Suisse/ Deutsche Bank Securities,16.0,17.69,16.4,2.5,1.69,0.4
2014-10-01,DT Asia Investments Ltd  ,CADTU,EarlyBirdCapital,10.0,10.0,9.99,-0.1,0.0,-0.01
2014-10-01,Vascular Biogenics   ,VBLT,Deutsche Bank Securities/ Wells Fargo Securities,6.0,6.02,5.85,-2.5,0.02,-0.15
2014-10-01,Vivint Solar  ,VSLR,Goldman Sachs/ BofA Merrill Lynch/ Credit Suisse,16.0,17.38,16.01,0.06,1.38,0.01
2014-10-02,JP Energy Partners LP ,JPEP,Barclays/ BofA Merrill Lynch,20.0,20.5,19.11,-4.45,0.5,-0.89
